"prolific_id","null_count"
"5f8ac6980f0186179abb28d2",0
"5f8c6949a2761c3c8755772d",4
"5f9197367349ae010649ca35",1
"5f9475af4edd0629e1899a4c",1
"5f9daa7e3ec0713096cd9d36",2
"5fa015644fae0a00088d140d",3
"5fa10518f4aa581930bb58f5",2
"5fa9bdfbfd78fa2157098e2a",5
"5faa8121f8f5533a5c7f7a20",1
"5fab015ae4b1e658a20e8ec7",14
"5fabf06f8ac4180b6b16790e",4
"5fac47187dfda11d948deef7",1
"5fad93a0fa839512df7d52ab",0
"5fae5291ec402509e2885604",0
"5fae878f3cee45000adff644",0
"5faecac5d0a22f0576837497",2
"5faefdc33a31c611e148ce22",1
"5fb141ba6677855a1ef1f7a5",0
"5fb1bfc23029716fc7f3e210",1
"5fb3d42dc5d76c000aedf11d",0
"5fb3d69e4e1324000ac27455",1
"5fb43d1ad84de30d1cf25a6d",3
"5fb4d2d39274e9120d74f666",0
"5fb4f7e9de93bd2f4d233647",2
"5fb6de74ff456813688f32fc",1
"5fb8f31f49adcb695b174c8e",0
"5fbc03c8475c2906fcbe467e",1
"5fbc41ea2e82120f440136d9",1
"5fbe8e205c74b301dd3c949c",0
"5fbed5c801246a0a6d4889fb",1
"5fbfb3099d4fac2f7134943b",12
"5fbfb35136e42030b11b1d3c",2
"5fc096b618627203bbbff03e",1
"5fc64277766e2802dd28785d",3
"5fcb5f768c4bb789f899288f",9
"5fd0bab64cd78b1749d4cef6",1
"5fd2416e5061f30735e202e9",1
"5fd394142d643f016601af39",21
"5fd8a13aaf5bd723a0e0e3fa",0
"5fd941e0e383411330a06e2c",2
"5fdb467f3de890644c47206c",2
"5fe075e18bcb1f9880880ce2",0
"5fe226313e41f75659e4029d",0
"5fe23b8f29598a58fee0b230",0
"5fe6e04126fd080522237bf7",0
"5fe75ddffef4d157617afc85",2
"5feb3fa8c2bdebbc5d1a0ebf",0
"5feb9db7238d4b7c80de5f7d",1
"5ff27e3fad6c6d2a2f9a6011",1
"5ff37e0050a71994a54be514",0
"5ff61abe2ac133164d8958d3",2
"5ff675405edf4321a7fe49f4",4
"60009bb72723c617a6f5bed5",1
"60056c12a83e503d9b56c5b5",1
"6007287ed787d81a04d1410c",2
"6008b7087367795557f236cd",1
"60103c590ae5c22f34993278",0
"60115ec690cb860008ee3f9b",1
"601426dd52fa5e3963a926c8",2
"60143c0f36253d3c41e397d8",3
"60145246eadebd19d5d544a3",3
"60168f07be88ba1010fc4b1e",1
"6017a0b4246e5141a8557ab2",0
"6017eee639ce08aa5861fd56",11
"60181267b7dae051afe72527",0
"60182e417ce9b30277139c72",3
"60185125a263080a4243e740",7
"60188bd6df239a1617cce54f",0
"60194185dc1e1f00083cb6c6",14
"60196162abe00c035d37b4b9",13
"6019870c02683a0b378648c6",3
"60199372bd48490e12a0d92e",0
"6019b5b180b3ce13ea04df11",1
"601ab327889d5f33db020f98",1
"601aef8553aa4340c3c1ee67",6
"601b1a200826f748fac5fe13",1
"601bcd1833bf995c29cdaabb",0
"601c12364879f66821bae819",0
"601eb56665282d352860e41b",26
"602132289ca8fa07b179a9c7",2
"60216d4e9acb1812b9b549df",1
"602171055d5b3313c3a39cf0",0
"60224092ed109a300239d920",0
"6023aef5c065f603b25cc126",1
"602537bf6292a7016a3b8ca0",47
"60253f70e3734903217abed1",1
"6027192deaecac157dfebd4a",1
"6027a9db556222222b5668e7",2
"6027b3759516735a4b497150",7
"602870c955736d1c913893c7",6
"60295da4f4090f3180785c4b",26
"602a79ad86b0770624288e16",0
"602a8a02aa844c09dcb58723",5
"602b2d3fb9bd922649dcb9c5",9
"602bfb0e85fd0040cd972c41",14
"602f33eb166df7c14953e825",0
"602fd3dfaece2bd458c1b7cf",60
"602fe20f2d682dd71673dc04",3
"6030fd3ba11bc8fb5a7e90c1",15
"60318ef24ad77a10fe4ee307",0
"60323cf610c7c1204961d857",33
"6032e55d6c0b933643a7a561",0
"6032ff11977e11381ff8603b",2
"6034c980ed0b01ce54264e32",8
"603541012bb2d79bcd0a7d25",1
"603596ef5c0c3206e41bfb4c",0
"6035aa763287825073426273",5
"603953e7302d0728f1519ad7",3
"603ac38e16b38973a326658c",0
"603af68f8d9a2b7881a2aebe",3
"603ca7828d9a2ba67a41342f",1
"603cb9eeb54e6ca8b5294c2e",5
"603d4fe6945077c526f54762",4
"6040093e0a7ed41aeb718833",0
"6040bea12c052c3106be9163",11
"6041daa3bf7f411e952f370c",34
"60455b5049cb5f6961abf663",1
"604642afab11690a6c1680c0",0
"604687e5b91a1b09dc720042",6
"604787f73109262a0e388a15",46
"6047b7e4e00094000b1c5f7a",2
"6047c18cb0f594062ac39158",1
"60487525ce38371d1b941362",27
"60488c60f2bca6bd9af97a66",2
"604b97cda0d3eedc0dee5245",12
"604d242c7c866fc358db7d48",19
"604dfdb4cbc22ea42280e20b",1
