prolific_id,n_hit,n_fa,n_miss,n_cr,sum,dprime,beta,aprime,bppd,c
6008b7087367795557f236cd,66,0,23,90,179,3.182971744,20.67231962,0.935393258,0.044575885,0.951562198
60103c590ae5c22f34993278,76,11,14,79,180,2.140873382,1.16982212,0.919511992,0.625668449,0.073265287
60115ec690cb860008ee3f9b,73,15,17,74,179,1.814843873,1.071394139,0.891258653,0.542766682,0.037998163
601426dd52fa5e3963a926c8,57,5,32,84,178,1.901003437,3.099121015,0.88283208,0.041894291,0.595011301
60143c0f36253d3c41e397d8,67,5,20,85,177,2.280245502,2.552608312,0.921113247,-0.351616381,0.410971408
60145246eadebd19d5d544a3,46,58,41,32,177,-0.294835034,1.066601186,0.393730847,-0.018552201,-0.21868884
60168f07be88ba1010fc4b1e,78,59,11,31,179,0.741233394,0.566635932,0.72329216,-0.023928443,-0.766341993
6017a0b4246e5141a8557ab2,70,19,20,71,180,1.546137933,1.029127367,0.861720322,0.256216216,0.018569641
6017eee639ce08aa5861fd56,54,49,31,35,169,0.133808062,0.963894711,0.551624001,0.529950782,-0.274820592
60181267b7dae051afe72527,83,4,7,86,180,3.039196646,1.487263896,0.96760297,0.018158436,0.130606264
60182e417ce9b30277139c72,63,6,26,82,177,1.994010183,2.485271064,0.897542276,-0.175879397,0.456558217
60185125a263080a4243e740,63,22,23,65,173,1.269181255,1.028478913,0.824211718,0.600782986,0.02212523
60188bd6df239a1617cce54f,82,12,8,78,180,2.412310739,0.759734411,0.937773609,-0.128141889,-0.113910021
60194185dc1e1f00083cb6c6,30,5,54,77,166,1.142593831,2.903532886,0.786166795,-0.001775456,0.932902142
60196162abe00c035d37b4b9,71,19,14,63,167,1.682368982,0.819241369,0.877056208,-0.86017282,-0.118509393
6019870c02683a0b378648c6,53,52,36,36,177,0.011736914,0.997267579,0.504738663,-0.048841992,-0.233124413
60199372bd48490e12a0d92e,89,16,1,74,180,3.042835682,0.155769863,0.951677801,-0.541457358,-0.611066713
6019b5b180b3ce13ea04df11,75,16,14,74,179,1.900252719,0.927202778,0.899430532,0.270220744,-0.039775231
601ab327889d5f33db020f98,87,11,3,78,179,2.905783728,0.399303509,0.958527098,0.220297582,-0.315933175
601aef8553aa4340c3c1ee67,64,11,22,77,174,1.77772049,1.535547373,0.884918112,-1,0.241256662
601b1a200826f748fac5fe13,70,11,19,79,179,1.927202354,1.414945038,0.900348632,0.250215703,0.180100801
601bcd1833bf995c29cdaabb,90,4,0,86,180,4.193252657,0.153822006,0.988888889,0.010224949,-0.446421741
601c12364879f66821bae819,69,11,21,79,180,1.862074747,1.485865439,0.893689231,0.250576015,0.212664605
601eb56665282d352860e41b,39,44,38,33,154,-0.161611095,1.01577917,0.438696172,-0.37950801,-0.096874369
602132289ca8fa07b179a9c7,73,9,17,79,178,2.113468381,1.485683066,0.915875615,0.070588235,0.187310417
60216d4e9acb1812b9b549df,77,5,12,85,179,2.636419067,1.847773621,0.948255928,0.225531915,0.232884625
602171055d5b3313c3a39cf0,77,11,13,79,180,2.187231108,1.115776511,0.923146474,-0.02467102,0.050086424
60224092ed109a300239d920,66,13,24,77,180,1.658670234,1.426576094,0.872835498,0.759260733,0.214194013
6023aef5c065f603b25cc126,55,49,34,41,179,0.18633249,0.962778406,0.570100996,0.417213469,-0.203571593
602537bf6292a7016a3b8ca0,46,2,25,60,133,2.128477376,4.344689754,0.896590153,0.001649202,0.690143278
60253f70e3734903217abed1,65,8,24,82,179,1.926171274,1.9889446,0.895579775,0.02685624,0.356979753
6027192deaecac157dfebd4a,52,53,37,37,179,-0.011748958,1.002544565,0.49526123,-0.622001943,-0.216302873
6027a9db556222222b5668e7,39,33,50,56,178,0.172186566,1.042169025,0.565247253,-0.241146712,0.239880165
6027b3759516735a4b497150,79,2,10,82,173,3.081326132,2.929732294,0.964519146,-0.182481752,0.348846894
602870c955736d1c913893c7,75,23,12,64,174,1.692948002,0.68358347,0.876458333,0.425138681,-0.224700646
60295da4f4090f3180785c4b,0,0,75,79,154,0.018238589,1.046434112,NA,-0.000623226,2.48858618
602a79ad86b0770624288e16,84,9,6,81,180,2.722130037,0.75309722,0.954695767,-0.009237773,-0.104168774
602a8a02aa844c09dcb58723,45,10,42,78,175,1.22789744,2.016546074,0.80891307,-0.219512195,0.571209093
602b2d3fb9bd922649dcb9c5,41,43,44,43,171,-0.043734198,0.999044117,0.482653743,0.654685734,0.021867099
602bfb0e85fd0040cd972c41,46,42,35,43,166,0.183501448,0.985937758,0.568943638,0.16561624,-0.077176788
602f33eb166df7c14953e825,72,45,18,45,180,0.829903393,0.7086668,0.74375,0.133727967,-0.414951696
602fd3dfaece2bd458c1b7cf,58,20,3,39,120,1.993196562,0.309327703,0.892270584,-0.542857143,-0.58867954
602fe20f2d682dd71673dc04,60,17,27,73,177,1.358200184,1.294983118,0.83587355,0.630434783,0.190323681
6030fd3ba11bc8fb5a7e90c1,46,21,35,63,165,0.834190416,1.230006081,0.74591273,-0.146601646,0.248167696
60318ef24ad77a10fe4ee307,84,27,6,63,180,1.98332361,0.390922283,0.895833333,0.365089776,-0.473571988
60323cf610c7c1204961d857,66,2,11,68,147,2.856677281,2.968183687,0.954901961,0.319101748,0.380844634
6032e55d6c0b933643a7a561,70,57,20,33,180,0.417694103,0.796191347,0.64491342,0.088091063,-0.545652273
6032ff11977e11381ff8603b,74,6,14,84,178,2.447755901,1.805396412,0.937566544,-0.052707581,0.241355842
6034c980ed0b01ce54264e32,74,6,13,79,172,2.457357595,1.662092366,0.939059271,-0.28656368,0.206757564
603541012bb2d79bcd0a7d25,73,13,16,77,179,1.946263922,1.146841303,0.903442387,-0.601538182,0.070397169
603596ef5c0c3206e41bfb4c,82,9,8,81,180,2.576961634,0.921832047,0.947869618,-0.233160622,-0.031584573
6035aa763287825073426273,75,34,14,52,175,1.252184355,0.634095025,0.817674285,-0.03814374,-0.363809412
603953e7302d0728f1519ad7,86,19,4,68,177,2.417035897,0.343842195,0.928647185,-0.106778995,-0.441686639
603ac38e16b38973a326658c,74,34,16,56,180,1.218141619,0.692808193,0.813706564,-0.381700635,-0.301280319
603af68f8d9a2b7881a2aebe,77,13,12,75,177,2.114556657,0.942418268,0.917762012,-0.090752966,-0.02804658
603ca7828d9a2ba67a41342f,79,13,10,77,179,2.235345302,0.84726957,0.926485526,0.505531915,-0.074143521
603cb9eeb54e6ca8b5294c2e,77,37,11,50,175,1.316336287,0.537276036,0.824114327,0.085155875,-0.471948764
603d4fe6945077c526f54762,66,29,21,60,176,1.138537044,0.869114791,0.803108526,1,-0.123210806
6040093e0a7ed41aeb718833,61,7,29,83,180,1.845045362,2.364714183,0.883962078,0.507420177,0.466469378
6040bea12c052c3106be9163,60,19,25,65,169,1.275245553,1.140603787,0.824868249,-0.700934579,0.103162688
6041daa3bf7f411e952f370c,24,0,52,70,146,1.982311725,18.21044456,0.828947368,0.161802344,1.463944984
60455b5049cb5f6961abf663,76,4,14,85,179,2.642025031,2.352776976,0.94597531,0.387559227,0.323841111
604642afab11690a6c1680c0,88,13,2,77,180,2.962839591,0.273241352,0.956574675,0.156626506,-0.437890665
604687e5b91a1b09dc720042,61,16,25,72,174,1.439341983,1.287059218,0.847092253,-0.203820872,0.175330077
604787f73109262a0e388a15,24,7,47,56,134,0.777459208,1.863218491,0.731644497,-0.49809064,0.800434746
6047b7e4e00094000b1c5f7a,57,19,32,70,178,1.138990793,1.276024902,0.802380952,0.551848801,0.214004979
6047c18cb0f594062ac39158,71,38,18,52,179,1.015968028,0.72689799,0.780173077,-0.140939597,-0.313955872
60487525ce38371d1b941362,74,17,5,57,153,2.213078748,0.432605376,0.918145137,0.157057991,-0.378626083
60488c60f2bca6bd9af97a66,67,5,21,85,178,2.252345671,2.604054627,0.918589428,-0.004461761,0.424921323
604b97cda0d3eedc0dee5245,64,50,20,34,168,0.464373132,0.803794456,0.657628676,NA,-0.47033663
604d242c7c866fc358db7d48,70,8,12,71,161,2.28057365,1.274724187,0.92963592,NA,0.106433674
604dfdb4cbc22ea42280e20b,75,15,15,74,179,1.898283393,0.992960251,0.89932559,NA,-0.003721596
